,0,1,2
92,25.05.2006,1,34.5815
93,26.05.2006,1,34.5385
94,27.05.2006,1,34.5479
95,30.05.2006,1,34.4973
96,31.05.2006,1,34.6367
97,01.06.2006,1,34.7064
98,02.06.2006,1,34.5368
99,03.06.2006,1,34.4366
100,06.06.2006,1,34.58
101,07.06.2006,1,34.5392
102,08.06.2006,1,34.3704
103,09.06.2006,1,34.3366
104,10.06.2006,1,34.1407
105,14.06.2006,1,34.0576
106,15.06.2006,1,34.0705
107,16.06.2006,1,34.1206
108,17.06.2006,1,34.1465
109,20.06.2006,1,34.0623
110,21.06.2006,1,34.0307
111,22.06.2006,1,34.0919
112,23.06.2006,1,34.1596
113,24.06.2006,1,34.0251
114,27.06.2006,1,33.9508
115,28.06.2006,1,34.0486
116,29.06.2006,1,34.0077
117,30.06.2006,1,33.9759
118,01.07.2006,1,34.2383
119,04.07.2006,1,34.3578
120,05.07.2006,1,34.3978
121,06.07.2006,1,34.3648
122,07.07.2006,1,34.2821
123,08.07.2006,1,34.3421
124,11.07.2006,1,34.3647
125,12.07.2006,1,34.2354
126,13.07.2006,1,34.3011
127,14.07.2006,1,34.222
128,15.07.2006,1,34.1488
129,18.07.2006,1,34.0151
130,19.07.2006,1,33.8661
131,20.07.2006,1,33.8247
132,21.07.2006,1,33.9789
133,22.07.2006,1,34.0332
134,25.07.2006,1,34.0136
135,26.07.2006,1,34.0673
136,27.07.2006,1,33.9291
137,28.07.2006,1,34.1713
138,29.07.2006,1,34.1084
139,01.08.2006,1,34.2112
140,02.08.2006,1,34.172
141,03.08.2006,1,34.3016
142,04.08.2006,1,34.2126
143,05.08.2006,1,34.2508
144,08.08.2006,1,34.3633
145,09.08.2006,1,34.2954
146,10.08.2006,1,34.3009
147,11.08.2006,1,34.3852
148,12.08.2006,1,34.2039
149,15.08.2006,1,34.1887
150,16.08.2006,1,34.1486
151,17.08.2006,1,34.2495
152,18.08.2006,1,34.3625
153,19.08.2006,1,34.3162
154,22.08.2006,1,34.4014
155,23.08.2006,1,34.377
156,24.08.2006,1,34.2599
157,25.08.2006,1,34.2168
158,26.08.2006,1,34.2019
159,29.08.2006,1,34.254
160,30.08.2006,1,34.308
161,31.08.2006,1,34.3127
162,01.09.2006,1,34.318
163,02.09.2006,1,34.2668
164,05.09.2006,1,34.3434
165,06.09.2006,1,34.1932
166,07.09.2006,1,34.1927
167,08.09.2006,1,34.1893
168,09.09.2006,1,34.0339
169,12.09.2006,1,33.9887
170,13.09.2006,1,34.0435
171,14.09.2006,1,34.0147
172,15.09.2006,1,33.9977
173,16.09.2006,1,34.0446
174,19.09.2006,1,33.9724
175,20.09.2006,1,34.0052
176,21.09.2006,1,33.9577
177,22.09.2006,1,34.016
178,23.09.2006,1,34.1525
179,26.09.2006,1,34.1465
180,27.09.2006,1,34.06
181,28.09.2006,1,33.9726
182,29.09.2006,1,34.0284
183,30.09.2006,1,33.9783
184,03.10.2006,1,33.9651
185,04.10.2006,1,34.1013
186,05.10.2006,1,34.0745
187,06.10.2006,1,34.0458
188,07.10.2006,1,33.99
189,10.10.2006,1,33.8757
190,11.10.2006,1,33.8828
191,12.10.2006,1,33.7945
192,13.10.2006,1,33.7963
193,14.10.2006,1,33.8393
194,17.10.2006,1,33.7247
195,18.10.2006,1,33.7588
196,19.10.2006,1,33.7983
197,20.10.2006,1,33.782
198,21.10.2006,1,33.9048
199,24.10.2006,1,33.8532
200,25.10.2006,1,33.7603
201,26.10.2006,1,33.8003
202,27.10.2006,1,33.9272
203,28.10.2006,1,33.9677
204,31.10.2006,1,34.0284
205,01.11.2006,1,33.9852
206,02.11.2006,1,34.0842
207,03.11.2006,1,34.0778
208,04.11.2006,1,34.1075
209,08.11.2006,1,34.0917
210,09.11.2006,1,34.1015
211,10.11.2006,1,34.1096
212,11.11.2006,1,34.238
213,14.11.2006,1,34.2299
214,15.11.2006,1,34.1798
215,16.11.2006,1,34.1741
216,17.11.2006,1,34.1718
217,18.11.2006,1,34.1216
218,21.11.2006,1,34.19
219,22.11.2006,1,34.1741
220,23.11.2006,1,34.2499
221,24.11.2006,1,34.3555
222,25.11.2006,1,34.3937
223,28.11.2006,1,34.5983
224,29.11.2006,1,34.6296
225,30.11.2006,1,34.6775
226,01.12.2006,1,34.6899
227,02.12.2006,1,34.8186
228,05.12.2006,1,34.8718
229,06.12.2006,1,34.8797
230,07.12.2006,1,34.8671
231,08.12.2006,1,34.8847
232,09.12.2006,1,34.8356
233,12.12.2006,1,34.713
234,13.12.2006,1,34.7616
235,14.12.2006,1,34.8115
236,15.12.2006,1,34.7558
237,16.12.2006,1,34.6526
238,19.12.2006,1,34.5741
239,20.12.2006,1,34.5776
240,21.12.2006,1,34.7341
241,22.12.2006,1,34.7065
242,23.12.2006,1,34.7082
243,26.12.2006,1,34.6197
244,27.12.2006,1,34.6054
245,28.12.2006,1,34.6536
246,29.12.2006,1,34.6249
247,30.12.2006,1,34.6965
248,10.01.2007,1,34.4862
249,11.01.2007,1,34.4129
250,12.01.2007,1,34.3828
251,13.01.2007,1,34.3136
252,16.01.2007,1,34.3771
253,17.01.2007,1,34.4037
254,18.01.2007,1,34.3374
255,19.01.2007,1,34.3991
256,20.01.2007,1,34.4173
257,23.01.2007,1,34.4009
258,24.01.2007,1,34.4016
259,25.01.2007,1,34.4555
260,26.01.2007,1,34.4099
261,27.01.2007,1,34.3176
262,30.01.2007,1,34.3212
263,31.01.2007,1,34.3896
264,01.02.2007,1,34.3802
265,02.02.2007,1,34.4929
266,03.02.2007,1,34.469
267,06.02.2007,1,34.3601
268,07.02.2007,1,34.3214
269,08.02.2007,1,34.4128
270,09.02.2007,1,34.3419
271,10.02.2007,1,34.3015
272,13.02.2007,1,34.3097
273,14.02.2007,1,34.2649
274,15.02.2007,1,34.3688
275,16.02.2007,1,34.4602
276,17.02.2007,1,34.4555
277,20.02.2007,1,34.4676
278,21.02.2007,1,34.4823
279,22.02.2007,1,34.4591
280,23.02.2007,1,34.392
281,27.02.2007,1,34.4908
282,28.02.2007,1,34.518
283,01.03.2007,1,34.539
284,02.03.2007,1,34.55
285,03.03.2007,1,34.4816
286,06.03.2007,1,34.4618
287,07.03.2007,1,34.418
288,08.03.2007,1,34.4206
289,10.03.2007,1,34.4564
290,13.03.2007,1,34.4292
291,14.03.2007,1,34.4808
292,15.03.2007,1,34.509
293,16.03.2007,1,34.5308
294,17.03.2007,1,34.6563
295,20.03.2007,1,34.6435
296,21.03.2007,1,34.6429
297,22.03.2007,1,34.6558
298,23.03.2007,1,34.7309
299,24.03.2007,1,34.6751
300,27.03.2007,1,34.5937
301,28.03.2007,1,34.6768
302,29.03.2007,1,34.7015
303,30.03.2007,1,34.6644
304,31.03.2007,1,34.6861
305,03.04.2007,1,34.7107
306,04.04.2007,1,34.7301
307,05.04.2007,1,34.6887
308,06.04.2007,1,34.7214
309,07.04.2007,1,34.7812
310,10.04.2007,1,34.7102
311,11.04.2007,1,34.7886
312,12.04.2007,1,34.8028
313,13.04.2007,1,34.8423
314,14.04.2007,1,34.9177
315,17.04.2007,1,34.9518
316,18.04.2007,1,34.935
317,19.04.2007,1,35.0029
318,20.04.2007,1,34.9795
319,21.04.2007,1,35.0387
320,24.04.2007,1,34.9844
321,25.04.2007,1,34.9651
322,26.04.2007,1,35.058
323,27.04.2007,1,35.0586
324,28.04.2007,1,34.9972
325,29.04.2007,1,35.0653
326,03.05.2007,1,34.9823
327,04.05.2007,1,35.0195
328,05.05.2007,1,34.9609
329,08.05.2007,1,35.0178
330,09.05.2007,1,35.018
331,11.05.2007,1,34.9486
332,12.05.2007,1,34.8585
333,15.05.2007,1,34.9294
334,16.05.2007,1,34.9439
335,17.05.2007,1,35.0134
336,18.05.2007,1,34.92
337,19.05.2007,1,34.8706
338,22.05.2007,1,34.9082
339,23.05.2007,1,34.8619
340,24.05.2007,1,34.8358
341,25.05.2007,1,34.8358
342,26.05.2007,1,34.8041
343,29.05.2007,1,34.8354
344,30.05.2007,1,34.8187
345,31.05.2007,1,34.8164
346,01.06.2007,1,34.8128
347,02.06.2007,1,34.8177
348,05.06.2007,1,34.818
349,06.06.2007,1,34.894
350,07.06.2007,1,34.9369
351,08.06.2007,1,34.8929
352,09.06.2007,1,34.778
353,10.06.2007,1,34.7471
354,14.06.2007,1,34.6333
355,15.06.2007,1,34.6471
356,16.06.2007,1,34.6698
357,19.06.2007,1,34.7756
358,20.06.2007,1,34.8093
359,21.06.2007,1,34.8155
360,22.06.2007,1,34.7676
361,23.06.2007,1,34.79
362,26.06.2007,1,34.8472
363,27.06.2007,1,34.6819
364,28.06.2007,1,34.6993
365,29.06.2007,1,34.7324
366,30.06.2007,1,34.715
367,03.07.2007,1,34.8368
368,04.07.2007,1,34.9454
369,05.07.2007,1,34.9657
370,06.07.2007,1,34.958
371,07.07.2007,1,34.9575
372,10.07.2007,1,35.0081
373,11.07.2007,1,34.9342
374,12.07.2007,1,35.1099
375,13.07.2007,1,35.1263
376,14.07.2007,1,35.1072
377,17.07.2007,1,35.1066
378,18.07.2007,1,35.1068
379,19.07.2007,1,35.1379
380,20.07.2007,1,35.0869
381,21.07.2007,1,35.077
382,24.07.2007,1,35.1079
383,25.07.2007,1,35.0902
384,26.07.2007,1,35.0728
385,27.07.2007,1,34.9666
386,28.07.2007,1,34.9911
387,31.07.2007,1,34.9336
388,01.08.2007,1,35.0015
389,02.08.2007,1,34.9528
390,03.08.2007,1,34.9774
391,04.08.2007,1,35.0262
392,07.08.2007,1,35.195
393,08.08.2007,1,35.1489
394,09.08.2007,1,34.9968
395,10.08.2007,1,34.9499
396,11.08.2007,1,34.8808
397,14.08.2007,1,34.8325
398,15.08.2007,1,34.7413
399,16.08.2007,1,34.5813
400,17.08.2007,1,34.548
401,18.08.2007,1,34.5502
402,21.08.2007,1,34.7372
403,22.08.2007,1,34.8259
404,23.08.2007,1,34.8511
405,24.08.2007,1,34.8377
406,25.08.2007,1,34.9344
407,28.08.2007,1,35.0773
408,29.08.2007,1,35.0006
409,30.08.2007,1,35.0042
410,31.08.2007,1,35.0114
411,01.09.2007,1,35.0233
412,04.09.2007,1,34.9221
413,05.09.2007,1,34.8571
414,06.09.2007,1,34.8951
415,07.09.2007,1,35.021
416,08.09.2007,1,35.0848
417,11.09.2007,1,35.2366
418,12.09.2007,1,35.1857
419,13.09.2007,1,35.2223
420,14.09.2007,1,35.2309
421,15.09.2007,1,35.1674
422,18.09.2007,1,35.1358
423,19.09.2007,1,35.101
424,20.09.2007,1,35.2135
425,21.09.2007,1,35.2188
426,22.09.2007,1,35.3186
427,25.09.2007,1,35.3088
428,26.09.2007,1,35.2193
429,27.09.2007,1,35.2954
430,28.09.2007,1,35.3261
431,29.09.2007,1,35.3457
432,02.10.2007,1,35.4443
433,03.10.2007,1,35.3712
434,04.10.2007,1,35.3428
435,05.10.2007,1,35.2531
436,06.10.2007,1,35.2837
437,09.10.2007,1,35.2693
438,10.10.2007,1,35.1788
439,11.10.2007,1,35.2652
440,12.10.2007,1,35.3414
441,13.10.2007,1,35.3363
442,16.10.2007,1,35.3383
443,17.10.2007,1,35.3746
444,18.10.2007,1,35.3372
445,19.10.2007,1,35.4194
446,20.10.2007,1,35.5346
447,23.10.2007,1,35.533
448,24.10.2007,1,35.3999
449,25.10.2007,1,35.4003
450,26.10.2007,1,35.4497
451,27.10.2007,1,35.558
452,30.10.2007,1,35.6248
453,31.10.2007,1,35.5874
454,01.11.2007,1,35.6492
455,02.11.2007,1,35.6768
456,03.11.2007,1,35.6888
457,07.11.2007,1,35.7455
458,08.11.2007,1,35.8517
459,09.11.2007,1,35.8798
460,10.11.2007,1,35.9304
461,13.11.2007,1,35.8674
462,14.11.2007,1,35.8461
463,15.11.2007,1,35.8926
464,16.11.2007,1,35.9053
465,17.11.2007,1,35.8365
466,20.11.2007,1,35.8619
467,21.11.2007,1,35.9724
468,22.11.2007,1,36.0584
469,23.11.2007,1,36.0895
470,24.11.2007,1,36.1498
471,27.11.2007,1,36.0864
472,28.11.2007,1,36.0874
473,29.11.2007,1,36.0244
474,30.11.2007,1,36.0389
475,01.12.2007,1,36.0055
476,04.12.2007,1,35.9136
477,05.12.2007,1,35.8925
478,06.12.2007,1,35.9662
479,07.12.2007,1,35.7972
480,08.12.2007,1,35.8327
481,11.12.2007,1,35.8798
482,12.12.2007,1,35.9595
483,13.12.2007,1,35.9242
484,14.12.2007,1,35.9418
485,15.12.2007,1,35.8398
486,18.12.2007,1,35.6038
487,19.12.2007,1,35.5822
488,20.12.2007,1,35.5813
489,21.12.2007,1,35.5501
490,22.12.2007,1,35.5796
491,25.12.2007,1,35.5677
492,26.12.2007,1,35.5839
493,27.12.2007,1,35.6152
494,28.12.2007,1,35.7261
495,29.12.2007,1,35.941
496,30.12.2007,1,35.9332
497,10.01.2008,1,35.9762
498,11.01.2008,1,35.9214
499,12.01.2008,1,36.0389
500,15.01.2008,1,36.1212
501,16.01.2008,1,36.113
502,17.01.2008,1,36.0646
503,18.01.2008,1,35.862
504,19.01.2008,1,35.8669
505,22.01.2008,1,35.8298
506,23.01.2008,1,35.849
507,24.01.2008,1,35.9832
508,25.01.2008,1,35.9891
509,26.01.2008,1,36.0714
510,29.01.2008,1,36.1033
511,30.01.2008,1,36.1398
512,31.01.2008,1,36.1688
513,01.02.2008,1,36.29
514,02.02.2008,1,36.3225
515,05.02.2008,1,36.2731
516,06.02.2008,1,36.3059
517,07.02.2008,1,36.098
518,08.02.2008,1,36.0259
519,09.02.2008,1,35.8585
520,12.02.2008,1,35.9316
521,13.02.2008,1,35.8317
522,14.02.2008,1,35.9006
523,15.02.2008,1,35.9732
524,16.02.2008,1,36.0309
525,19.02.2008,1,36.0663
526,20.02.2008,1,36.0992
527,21.02.2008,1,36.1036
528,22.02.2008,1,36.1399
529,23.02.2008,1,36.2248
530,27.02.2008,1,36.1921
531,28.02.2008,1,36.3893
532,29.02.2008,1,36.4054
533,01.03.2008,1,36.5099
534,04.03.2008,1,36.5125
535,05.03.2008,1,36.5169
536,06.03.2008,1,36.4918
537,07.03.2008,1,36.6204
538,08.03.2008,1,36.6921
539,12.03.2008,1,36.6446
540,13.03.2008,1,36.6538
541,14.03.2008,1,36.8701
542,15.03.2008,1,36.8995
543,18.03.2008,1,37.1123
544,19.03.2008,1,37.0825
545,20.03.2008,1,37.0216
546,21.03.2008,1,36.8739
547,22.03.2008,1,36.7526
548,25.03.2008,1,36.6632
549,26.03.2008,1,36.8527
550,27.03.2008,1,36.9103
551,28.03.2008,1,37.0794
552,29.03.2008,1,37.0676
553,01.04.2008,1,37.0873
554,02.04.2008,1,36.9851
555,03.04.2008,1,36.8693
556,04.04.2008,1,36.9414
557,05.04.2008,1,36.976
558,08.04.2008,1,36.9714
559,09.04.2008,1,37.0433
560,10.04.2008,1,37.0295
561,11.04.2008,1,37.1299
562,12.04.2008,1,37.107
563,15.04.2008,1,37.0603
564,16.04.2008,1,37.1291
565,17.04.2008,1,37.1396
566,18.04.2008,1,37.2336
567,19.04.2008,1,37.2348
568,22.04.2008,1,37.1137
569,23.04.2008,1,37.1598
570,24.04.2008,1,37.2606
571,25.04.2008,1,37.1463
572,26.04.2008,1,36.9422
573,29.04.2008,1,36.9469
574,30.04.2008,1,36.8895
575,01.05.2008,1,36.8959
576,05.05.2008,1,36.6997
577,06.05.2008,1,36.7666
578,07.05.2008,1,36.7701
579,08.05.2008,1,36.7757
580,09.05.2008,1,36.6035
581,13.05.2008,1,36.6715
582,14.05.2008,1,36.8346
583,15.05.2008,1,36.873
584,16.05.2008,1,37.0339
585,17.05.2008,1,36.9053
586,20.05.2008,1,36.9474
587,21.05.2008,1,36.9705
588,22.05.2008,1,37.0731
589,23.05.2008,1,37.2238
590,24.05.2008,1,37.0932
591,27.05.2008,1,37.1357
592,28.05.2008,1,37.1239
593,29.05.2008,1,37.0987
594,30.05.2008,1,36.8904
595,31.05.2008,1,36.7827
596,03.06.2008,1,36.8701
597,04.06.2008,1,36.8699
598,05.06.2008,1,36.7382
599,06.06.2008,1,36.7699
600,07.06.2008,1,36.9233
601,08.06.2008,1,37.181
602,10.06.2008,1,37.142
603,11.06.2008,1,36.807
604,12.06.2008,1,36.6841
605,17.06.2008,1,36.5681
606,18.06.2008,1,36.6943
607,19.06.2008,1,36.6827
608,20.06.2008,1,36.7325
609,21.06.2008,1,36.7003
610,24.06.2008,1,36.7427
611,25.06.2008,1,36.7138
612,26.06.2008,1,36.7203
613,27.06.2008,1,36.8276
614,28.06.2008,1,36.9077
615,01.07.2008,1,36.971
616,02.07.2008,1,36.9823
617,03.07.2008,1,37.0561
618,04.07.2008,1,37.1069
619,05.07.2008,1,36.9381
620,08.07.2008,1,36.8131
621,09.07.2008,1,36.8823
622,10.07.2008,1,36.7822
623,11.07.2008,1,36.8747
624,12.07.2008,1,36.8774
625,15.07.2008,1,36.9009
626,16.07.2008,1,36.8759
627,17.07.2008,1,36.8559
628,18.07.2008,1,36.8093
629,19.07.2008,1,36.7991
630,22.07.2008,1,36.8142
631,23.07.2008,1,36.9419
632,24.07.2008,1,36.7695
633,25.07.2008,1,36.6664
634,26.07.2008,1,36.7128
635,29.07.2008,1,36.6768
636,30.07.2008,1,36.7203
637,31.07.2008,1,36.5329
638,01.08.2008,1,36.5752
639,02.08.2008,1,36.5353
640,05.08.2008,1,36.4586
641,06.08.2008,1,36.3999
642,07.08.2008,1,36.4564
643,08.08.2008,1,36.4737
644,09.08.2008,1,36.2996
645,12.08.2008,1,36.7808
646,13.08.2008,1,36.185
647,14.08.2008,1,36.1034
648,15.08.2008,1,36.1922
649,16.08.2008,1,36.1406
650,19.08.2008,1,36.12
651,20.08.2008,1,35.9832
652,21.08.2008,1,36.0439
653,22.08.2008,1,35.9975
654,23.08.2008,1,36.1257
655,26.08.2008,1,36.0083
656,27.08.2008,1,36.0888
657,28.08.2008,1,36.1574
658,29.08.2008,1,36.2884
659,30.08.2008,1,36.2264
660,02.09.2008,1,36.1248
661,03.09.2008,1,35.9455
662,04.09.2008,1,35.9279
663,05.09.2008,1,36.5937
664,06.09.2008,1,36.3908
665,09.09.2008,1,36.267
666,10.09.2008,1,36.0877
667,11.09.2008,1,36.1851
668,12.09.2008,1,35.9922
669,13.09.2008,1,36.0821
670,16.09.2008,1,36.4299
671,17.09.2008,1,36.3415
672,18.09.2008,1,36.2958
673,19.09.2008,1,36.4066
674,20.09.2008,1,36.2568
675,23.09.2008,1,36.6274
676,24.09.2008,1,36.8974
677,25.09.2008,1,36.7957
678,26.09.2008,1,36.7099
679,27.09.2008,1,36.5948
680,30.09.2008,1,36.37
681,01.10.2008,1,36.4999
682,02.10.2008,1,36.153
683,03.10.2008,1,35.9458
684,04.10.2008,1,35.8757
685,07.10.2008,1,35.5476
686,08.10.2008,1,35.5512
687,09.10.2008,1,35.5632
688,10.10.2008,1,35.6839
689,11.10.2008,1,35.5171
690,14.10.2008,1,35.6051
691,15.10.2008,1,35.6063
692,16.10.2008,1,35.5798
693,17.10.2008,1,35.3188
694,18.10.2008,1,35.3988
695,21.10.2008,1,35.1731
696,22.10.2008,1,35.0881
697,23.10.2008,1,34.6345
698,24.10.2008,1,34.5767
699,25.10.2008,1,34.4144
700,28.10.2008,1,34.0844
701,29.10.2008,1,34.1627
702,30.10.2008,1,34.4306
703,31.10.2008,1,35.0447
704,01.11.2008,1,34.4092
705,02.11.2008,1,34.4828
706,06.11.2008,1,34.5449
707,07.11.2008,1,34.6484
708,08.11.2008,1,34.5112
709,11.11.2008,1,34.5677
710,12.11.2008,1,34.8064
711,13.11.2008,1,34.6319
712,14.11.2008,1,34.3777
713,15.11.2008,1,34.7938
714,18.11.2008,1,34.5766
715,19.11.2008,1,34.625
716,20.11.2008,1,34.6693
717,21.11.2008,1,34.4975
718,22.11.2008,1,34.5215
719,25.11.2008,1,34.9141
720,26.11.2008,1,35.2416
721,27.11.2008,1,35.4565
722,28.11.2008,1,35.3629
723,29.11.2008,1,35.7166
724,02.12.2008,1,35.4095
725,03.12.2008,1,35.3037
726,04.12.2008,1,35.4404
727,05.12.2008,1,35.3887
728,06.12.2008,1,35.8786
729,09.12.2008,1,36.0107
730,10.12.2008,1,36.0061
731,11.12.2008,1,36.1715
732,12.12.2008,1,36.6678
733,13.12.2008,1,36.9008
734,16.12.2008,1,37.4292
735,17.12.2008,1,37.8188
736,18.12.2008,1,38.704
737,19.12.2008,1,39.7798
738,20.12.2008,1,39.5475
739,23.12.2008,1,39.7253
740,24.12.2008,1,39.6674
741,25.12.2008,1,39.9565
742,26.12.2008,1,40.1859
743,27.12.2008,1,40.788
744,30.12.2008,1,41.6294
745,31.12.2008,1,41.4411
746,01.01.2009,1,41.4275
747,12.01.2009,1,41.1311
748,13.01.2009,1,41.5282
749,14.01.2009,1,41.4105
750,15.01.2009,1,41.9706
751,16.01.2009,1,42.3833
752,17.01.2009,1,43.08
753,20.01.2009,1,43.7815
754,21.01.2009,1,43.3331
755,22.01.2009,1,42.1454
756,23.01.2009,1,42.6454
757,24.01.2009,1,42.3986
758,27.01.2009,1,42.4861
759,28.01.2009,1,43.7123
760,29.01.2009,1,44.0305
761,30.01.2009,1,45.3398
762,31.01.2009,1,45.6636
763,03.02.2009,1,46.0457
764,04.02.2009,1,46.3896
765,05.02.2009,1,46.8392
766,06.02.2009,1,46.5924
767,07.02.2009,1,46.4788
768,10.02.2009,1,46.5951
769,11.02.2009,1,46.3621
770,12.02.2009,1,46.3312
771,13.02.2009,1,44.9655
772,14.02.2009,1,44.6107
773,17.02.2009,1,44.3476
774,18.02.2009,1,44.9957
775,19.02.2009,1,45.9741
776,20.02.2009,1,45.4422
777,21.02.2009,1,45.4089
778,25.02.2009,1,45.9108
779,26.02.2009,1,45.967
780,27.02.2009,1,45.428
781,28.02.2009,1,45.3543
782,03.03.2009,1,45.5201
783,04.03.2009,1,45.8071
784,05.03.2009,1,45.3543
785,06.03.2009,1,45.2572
786,07.03.2009,1,45.3686
787,11.03.2009,1,45.0365
788,12.03.2009,1,44.4258
789,13.03.2009,1,45.0674
790,14.03.2009,1,44.9258
791,17.03.2009,1,45.1894
792,18.03.2009,1,44.8603
793,19.03.2009,1,44.8083
794,20.03.2009,1,45.5416
795,21.03.2009,1,45.7695
796,24.03.2009,1,45.6323
797,25.03.2009,1,45.2674
798,26.03.2009,1,45.3963
799,27.03.2009,1,45.4446
800,28.03.2009,1,45.3151
801,31.03.2009,1,44.9419
802,01.04.2009,1,44.8946
803,02.04.2009,1,44.7912
804,03.04.2009,1,44.8684
805,04.04.2009,1,44.8523
806,07.04.2009,1,44.9412
807,08.04.2009,1,44.6578
808,09.04.2009,1,44.4993
809,10.04.2009,1,44.586
810,11.04.2009,1,44.1607
811,14.04.2009,1,44.1986
812,15.04.2009,1,44.447
813,16.04.2009,1,44.2653
814,17.04.2009,1,44.0555
815,18.04.2009,1,43.8226
816,21.04.2009,1,43.5613
817,22.04.2009,1,44.0764
818,23.04.2009,1,44.0392
819,24.04.2009,1,44.0216
820,25.04.2009,1,44.0392
821,28.04.2009,1,43.8783
822,29.04.2009,1,43.6596
823,30.04.2009,1,43.8389
824,01.05.2009,1,43.9939
825,05.05.2009,1,43.8727
826,06.05.2009,1,43.8501
827,07.05.2009,1,43.725
828,08.05.2009,1,43.5406
829,09.05.2009,1,43.6574
830,13.05.2009,1,43.9709
831,14.05.2009,1,43.7798
832,15.05.2009,1,43.6258
833,16.05.2009,1,43.6124
834,19.05.2009,1,43.4714
835,20.05.2009,1,43.3303
836,21.05.2009,1,43.246
837,22.05.2009,1,43.3562
838,23.05.2009,1,43.4644
839,26.05.2009,1,43.4909
840,27.05.2009,1,43.4712
841,28.05.2009,1,43.4963
842,29.05.2009,1,43.3269
843,30.05.2009,1,43.378
844,02.06.2009,1,43.4875
845,03.06.2009,1,43.4152
846,04.06.2009,1,43.649
847,05.06.2009,1,43.8542
848,06.06.2009,1,43.6009
849,09.06.2009,1,43.328
850,10.06.2009,1,43.4909
851,11.06.2009,1,43.5895
852,12.06.2009,1,43.3546
853,16.06.2009,1,43.2958
854,17.06.2009,1,43.3511
855,18.06.2009,1,43.2796
856,19.06.2009,1,43.434
857,20.06.2009,1,43.3914
858,23.06.2009,1,43.3216
859,24.06.2009,1,43.7556
860,25.06.2009,1,43.9274
861,26.06.2009,1,43.5728
862,27.06.2009,1,43.6965
863,30.06.2009,1,43.8191
864,01.07.2009,1,43.8512
865,02.07.2009,1,43.8069
866,03.07.2009,1,43.9052
867,04.07.2009,1,43.7942
868,07.07.2009,1,43.8481
869,08.07.2009,1,43.8559
870,09.07.2009,1,44.1387
871,10.07.2009,1,44.407
872,11.07.2009,1,44.6732
873,14.07.2009,1,46.0059
874,15.07.2009,1,45.4873
875,16.07.2009,1,44.994
876,17.07.2009,1,44.6066
877,18.07.2009,1,44.8023
878,21.07.2009,1,44.4466
